"","Country.Province","Lat","Long","pos_mean","pos_std","pos_sum"
"165","Lebanon/",33.8547,35.8623,104501.661434978,104501.661434978,46607741
"166","Lesotho/",-29.61,28.2336,2665.44170403587,2665.44170403587,1188787
"167","Liberia/",6.428055,-9.429499,1065.60313901345,1065.60313901345,475259
"168","Libya/",26.3351,17.228331,46868.4215246637,46868.4215246637,20903316
"169","Liechtenstein/",47.14,9.55,807.730941704036,807.730941704036,360248
"170","Lithuania/",55.1694,23.8813,54287.2825112108,54287.2825112108,24212128
"171","Luxembourg/",49.8153,6.1296,19986.4686098655,19986.4686098655,8913965
"172","MS Zaandam/",0,0,7.60538116591928,7.60538116591928,3392
"173","Madagascar/",-18.766947,46.869107,10748.6928251121,10748.6928251121,4793917
"174","Malawi/",-13.2543,34.3015,8066.25784753363,8066.25784753363,3597551
"175","Malaysia/",4.210484,101.975766,73005.4798206278,73005.4798206278,32560444
"176","Maldives/",3.2028,73.2207,8264.46860986547,8264.46860986547,3685953
"177","Mali/",17.570692,-3.996166,3615.40134529148,3615.40134529148,1612469
"178","Malta/",35.9375,14.3754,6955.57847533632,6955.57847533632,3102188
"179","Marshall Islands/",7.1315,171.1845,1.37219730941704,1.37219730941704,612
"180","Mauritania/",21.0079,-10.9408,7201.81614349776,7201.81614349776,3212010
"181","Mauritius/",-20.348404,57.552152,393.569506726457,393.569506726457,175532
"182","Mexico/",23.6345,-102.5528,779164.273542601,779164.273542601,347507266
"183","Micronesia/",7.4256,150.5508,0.181614349775785,0.181614349775785,81
"184","Moldova/",47.4116,28.3699,69201.2869955157,69201.2869955157,30863774
"185","Monaco/",43.7333,7.4167,552.511210762332,552.511210762332,246420
"186","Mongolia/",46.8625,103.8467,1093.65022421525,1093.65022421525,487768
"187","Montenegro/",42.708678,19.37439,23103.9417040359,23103.9417040359,10304358
"188","Morocco/",31.7917,-7.0926,179338.322869955,179338.322869955,79984892
"189","Mozambique/",-18.665695,35.529562,14842.6883408072,14842.6883408072,6619839
"190","Namibia/",-22.9576,18.4904,12404.6726457399,12404.6726457399,5532484
"191","Nepal/",28.1667,84.25,109314.042600897,109314.042600897,48754063
"192","Netherlands/Aruba",12.5211,-69.9683,3025.87219730942,3025.87219730942,1349539
"193","Netherlands/Bonaire, Sint Eustatius and Saba",12.1784,-68.2385,82.6771300448431,82.6771300448431,36874
"194","Netherlands/Curacao",12.1696,-68.99,1675.97085201794,1675.97085201794,747483
"195","Netherlands/Sint Maarten",18.0425,-63.0548,721.165919282511,721.165919282511,321640
"196","Netherlands/",52.1326,5.2913,354608.573991031,354608.573991031,158155424
"197","New Zealand/",-40.9006,174.886,1592.0134529148,1592.0134529148,710038
"198","Nicaragua/",12.865416,-85.207229,3573.7264573991,3573.7264573991,1593882
"199","Niger/",17.607789,8.081666,1781.24215246637,1781.24215246637,794434
"200","Nigeria/",9.082,8.6753,57125.5067264574,57125.5067264574,25477976
