"","Country.Province","Lat","Long","pos_mean","pos_std","pos_sum"
"266","United Kingdom/Turks and Caicos Islands",21.694,-71.7979,795.321138211382,795.321138211382,391298
"267","United Kingdom/",55.3781,-3.436,1568270.11788618,1568270.11788618,771588898
"268","Uruguay/",-32.5228,-55.7658,33622.2642276423,33622.2642276423,16542154
"269","Uzbekistan/",41.377491,64.585262,44732.006097561,44732.006097561,22008147
"270","Vanuatu/",-15.3767,166.9592,0.808943089430894,0.808943089430894,398
"271","Venezuela/",6.4238,-66.5897,72147.3170731707,72147.3170731707,35496480
"272","Vietnam/",14.058324,108.277199,1224.9593495935,1224.9593495935,602680
"273","West Bank and Gaza/",31.9522,35.2332,83747.0162601626,83747.0162601626,41203532
"274","Yemen/",15.552727,48.516388,1928.07317073171,1928.07317073171,948612
"275","Zambia/",-13.133897,27.849332,27042.2195121951,27042.2195121951,13304772
"276","Zimbabwe/",-19.015438,29.154857,13021.8089430894,13021.8089430894,6406730
