"","Country.Province","Lat","Long","pos_mean","pos_std","pos_sum"
"152","Ireland/",53.1424,-7.6921,88706.9599198397,88706.9599198397,44264773
"153","Israel/",31.046051,34.851612,315548.178356713,315548.178356713,157458541
"154","Italy/",41.87194,12.56738,1318235.36472946,1318235.36472946,657799447
"155","Jamaica/",18.1096,-77.2975,12059.5270541082,12059.5270541082,6017704
"156","Japan/",36.204824,138.252924,186658.258517034,186658.258517034,93142471
"157","Jordan/",31.24,36.51,188435.240480962,188435.240480962,94029185
"158","Kazakhstan/",48.0196,66.9237,144854.014028056,144854.014028056,72282153
"159","Kenya/",-0.0236,37.9062,57282.5611222445,57282.5611222445,28583998
"160","Kiribati/",-3.3704,-168.734,0.062124248496994,0.062124248496994,31
"161","Korea, South/",35.907757,127.766922,43130.6032064128,43130.6032064128,21522171
"162","Kosovo/",42.602636,20.902977,32906.1883767535,32906.1883767535,16420188
"163","Kuwait/",29.31166,47.481766,110007.873747495,110007.873747495,54893929
"164","Kyrgyzstan/",41.20438,74.766098,46526.7234468938,46526.7234468938,23216835
"165","Laos/",19.85627,102.495496,137.274549098196,137.274549098196,68500
"166","Latvia/",56.8796,24.6032,31931.8096192385,31931.8096192385,15933973
"167","Lebanon/",33.8547,35.8623,149477.266533066,149477.266533066,74589156
"168","Lesotho/",-29.61,28.2336,3525.77354709419,3525.77354709419,1759361
"169","Liberia/",6.428055,-9.429499,1177.13026052104,1177.13026052104,587388
"170","Libya/",26.3351,17.228331,60897.7575150301,60897.7575150301,30387981
"171","Liechtenstein/",47.14,9.55,1033.52905811623,1033.52905811623,515731
"172","Lithuania/",55.1694,23.8813,75579.3066132265,75579.3066132265,37714074
"173","Luxembourg/",49.8153,6.1296,25058.2825651303,25058.2825651303,12504083
"174","MS Zaandam/",0,0,7.75350701402806,7.75350701402806,3869
"175","Madagascar/",-18.766947,46.869107,13599.5931863727,13599.5931863727,6786197
"176","Malawi/",-13.2543,34.3015,10835.5190380762,10835.5190380762,5406924
"177","Malaysia/",4.210484,101.975766,113119.845691383,113119.845691383,56446803
"178","Maldives/",3.2028,73.2207,11679.2244488978,11679.2244488978,5827933
"179","Mali/",17.570692,-3.996166,4699.22845691383,4699.22845691383,2344915
"180","Malta/",35.9375,14.3754,9436.73547094188,9436.73547094188,4708931
"181","Marshall Islands/",7.1315,171.1845,1.65130260521042,1.65130260521042,824
"182","Mauritania/",21.0079,-10.9408,8422.54709418838,8422.54709418838,4202851
"183","Mauritius/",-20.348404,57.552152,485.557114228457,485.557114228457,242293
"184","Mexico/",23.6345,-102.5528,947038.418837675,947038.418837675,472572171
"185","Micronesia/",7.4256,150.5508,0.268537074148297,0.268537074148297,134
"186","Moldova/",47.4116,28.3699,88545.1182364729,88545.1182364729,44184014
"187","Monaco/",43.7333,7.4167,755.498997995992,755.498997995992,376994
"188","Mongolia/",46.8625,103.8467,5387.26653306613,5387.26653306613,2688246
"189","Montenegro/",42.708678,19.37439,31038.8176352705,31038.8176352705,15488370
"190","Morocco/",31.7917,-7.0926,214740.521042084,214740.521042084,107155520
"191","Mozambique/",-18.665695,35.529562,20708.0420841683,20708.0420841683,10333313
"192","Namibia/",-22.9576,18.4904,16417.5931863727,16417.5931863727,8192379
"193","Nepal/",28.1667,84.25,140451.507014028,140451.507014028,70085302
"194","Netherlands/Aruba",12.5211,-69.9683,3840.16833667335,3840.16833667335,1916244
"195","Netherlands/Bonaire, Sint Eustatius and Saba",12.1784,-68.2385,195.442885771543,195.442885771543,97526
"196","Netherlands/Curacao",12.1696,-68.99,2786.45490981964,2786.45490981964,1390441
"197","Netherlands/Sint Maarten",18.0425,-63.0548,886.987975951904,886.987975951904,442607
"198","Netherlands/",52.1326,5.2913,479976.354709419,479976.354709419,239508201
"199","New Zealand/",-40.9006,174.886,1702.74148296593,1702.74148296593,849668
"200","Nicaragua/",12.865416,-85.207229,3941.42885771543,3941.42885771543,1966773
"201","Niger/",17.607789,8.081666,2152.50901803607,2152.50901803607,1074102
"202","Nigeria/",9.082,8.6753,68618.3486973948,68618.3486973948,34240556
"203","North Macedonia/",41.6086,21.7453,48951.0921843687,48951.0921843687,24426595
"204","Norway/",60.472,8.4689,35894.1122244489,35894.1122244489,17911162
"205","Oman/",21.512583,55.923255,88022,88022,43922978
"206","Pakistan/",30.3753,69.3451,341292.53507014,341292.53507014,170304975
"207","Panama/",8.538,-80.7821,150981.410821643,150981.410821643,75339724
"208","Papua New Guinea/",-6.314993,143.95555,1936.50901803607,1936.50901803607,966318
"209","Paraguay/",-23.4425,-58.4438,80196.9679358717,80196.9679358717,40018287
"210","Peru/",-9.19,-75.0152,743377.322645291,743377.322645291,370945284
"211","Philippines/",12.879721,121.774017,341880.71743487,341880.71743487,170598478
"212","Poland/",51.9194,19.1451,791674.460921844,791674.460921844,395045556
"213","Portugal/",39.3999,-8.2245,293008.44488978,293008.44488978,146211214
"214","Qatar/",25.3548,51.1839,107975.805611222,107975.805611222,53879927
"215","Romania/",45.9432,24.9668,357660.4749499,357660.4749499,178472577
"216","Russia/",61.52401,105.318756,1915155.10220441,1915155.10220441,955662396
"217","Rwanda/",-1.9403,29.8739,7825.98597194389,7825.98597194389,3905167
"218","Saint Kitts and Nevis/",17.357822,-62.782998,23.1823647294589,23.1823647294589,11568
"219","Saint Lucia/",13.9094,-60.9789,1058.83567134269,1058.83567134269,528359
"220","Saint Vincent and the Grenadines/",12.9843,-61.2872,480.382765531062,480.382765531062,239711
"221","Samoa/",-13.759,-172.1046,0.993987975951904,0.993987975951904,496
"222","San Marino/",43.9424,12.4578,1758.22645290581,1758.22645290581,877355
"223","Sao Tome and Principe/",0.1864,6.6131,967.224448897796,967.224448897796,482645
"224","Saudi Arabia/",23.885942,45.079162,251241.793587174,251241.793587174,125369655
"225","Senegal/",14.4974,-14.4524,16234.0200400802,16234.0200400802,8100776
"226","Serbia/",44.0165,21.0059,198794.49498998,198794.49498998,99198453
"227","Seychelles/",-4.6796,55.492,1334.31863727455,1334.31863727455,665825
"228","Sierra Leone/",8.460555,-11.779889,2062.34468937876,2062.34468937876,1029110
"229","Singapore/",1.2833,103.8333,43661.2264529058,43661.2264529058,21786952
"230","Slovakia/",48.669,19.699,115709.953907816,115709.953907816,57739267
"231","Slovenia/",46.1512,14.9955,73765.875751503,73765.875751503,36809172
"232","Solomon Islands/",-9.6457,160.1562,7.85170340681363,7.85170340681363,3918
"233","Somalia/",5.152149,46.199616,4579.49699398798,4579.49699398798,2285169
"234","South Africa/",-30.5595,22.9375,709964.76753507,709964.76753507,354272419
"235","South Sudan/",6.877,31.307,3611.30260521042,3611.30260521042,1802040
"236","Spain/",40.463667,-3.74922,1337485.75551102,1337485.75551102,667405392
"237","Sri Lanka/",7.873054,80.771797,33313.5370741483,33313.5370741483,16623455
"238","Sudan/",12.8628,30.2176,15651.1903807615,15651.1903807615,7809944
"239","Suriname/",3.9193,-56.0278,4458.60921843687,4458.60921843687,2224846
"240","Sweden/",60.128161,18.643501,295627.058116232,295627.058116232,147517902
"241","Switzerland/",46.8182,8.2275,239236.619238477,239236.619238477,119379073
"242","Syria/",34.802075,38.996815,7249.36072144289,7249.36072144289,3617431
"243","Taiwan*/",23.7,121,771.132264529058,771.132264529058,384795
"244","Tajikistan/",38.861,71.2761,8125.81563126253,8125.81563126253,4054782
"245","Tanzania/",-6.369028,34.888822,416.084168336673,416.084168336673,207626
"246","Thailand/",15.870032,100.992541,15936.4208416834,15936.4208416834,7952274
"247","Timor-Leste/",-8.874217,125.727539,440.040080160321,440.040080160321,219580
"248","Togo/",8.6195,0.8248,3524.63927855711,3524.63927855711,1758795
"249","Trinidad and Tobago/",10.6918,-61.2225,4492.44488977956,4492.44488977956,2241730
"250","Tunisia/",33.886917,9.537499,93218.0681362725,93218.0681362725,46515816
"251","Turkey/",38.9637,35.2433,1293033.63326653,1293033.63326653,645223783
"252","US/",40,-100,12454201.4168337,12454201.4168337,6214646507
"253","Uganda/",1.373333,32.290275,16545.8376753507,16545.8376753507,8256373
"254","Ukraine/",48.3794,31.1656,645746.837675351,645746.837675351,322227672
"255","United Arab Emirates/",23.424076,53.847818,173554.855711423,173554.855711423,86603873
"256","United Kingdom/Anguilla",18.2206,-63.0686,14.7975951903808,14.7975951903808,7384
"257","United Kingdom/Bermuda",32.3078,-64.7505,519.462925851703,519.462925851703,259212
"258","United Kingdom/British Virgin Islands",18.4207,-64.64,70.0360721442886,70.0360721442886,34948
